HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.hRelDef,Input.hPropDef,Input.hRelAttrDef,Input.sentenceID0,Input.sentence0,Input.sentenceID1,Input.sentence1,Input.sentenceID2,Input.sentence2,Input.sentenceID3,Input.sentence3,Input.sentenceID4,Input.sentence4,Input.sentenceID5,Input.sentence5,Input.sentenceID6,Input.sentence6,Input.sentenceID7,Input.sentence7,Input.sentenceID8,Input.sentence8,Input.sentenceID9,Input.sentence9,,,Answer.hedge_judgement0,Answer.hedge_judgement1,Answer.hedge_judgement2,Answer.hedge_judgement3,Answer.hedge_judgement4,Answer.hedge_judgement5,Answer.hedge_judgement6,Answer.hedge_judgement7,Answer.hedge_judgement8,Answer.hedge_judgement9,Answer.potential_hedge0,Answer.potential_hedge1,Answer.potential_hedge2,Answer.potential_hedge3,Answer.potential_hedge4,Answer.potential_hedge5,Answer.potential_hedge6,Answer.potential_hedge7,Answer.potential_hedge8,Answer.potential_hedge9,Approve,Reject
3CZH926SIBDZSSKA10JUJ9TH1SJE4J,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3X4JMASXCM8N8LOJYAZ4UIS53CEB0A,A2CPBDUGX4QF2C,Approved,Fri Oct 09 12:36:18 PDT 2015,Fri Oct 09 12:37:11 PDT 2015,Sat Oct 10 00:37:11 PDT 2015,Fri Oct 09 14:13:01 PDT 2015,,,53,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,n,y,n,n,n,n,y,n,n,n,NONE,possibly,NONE,somehow,NONE,guess,NONE,NONE,NONE,believe,,
36818Z1KV2CBKJKULHCPDLBK3B73A7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3180JW2OT4BSLB8WJ8IX9179XB0J53,A5V3ZMQI0PU3F,Approved,Fri Oct 23 18:48:20 PDT 2015,Fri Oct 23 18:51:59 PDT 2015,Sat Oct 24 06:51:59 PDT 2015,Sat Oct 24 06:24:07 PDT 2015,,,219,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7015,I only get it when I've been carrying a bag (not neccessarily heavy),287,You seem to feel that for these people and I wish you luck.,6447,"* Reverse Citizen's United"" and put elections back in the hands ofThe People.""",7120,I have been looking at the different flowers available and I am really unsure what sort of thing is appropriate from a granddaughter.,1225,You should think about picking up a smaller one.,664,I happened to watch a news review on Sky News this morning in which a bunch of journo's were bleating on that we shouldn't condemn all the 'innocent' and hard working journalists at News International just because a whole bunch of hacks at the Sun were arrested... because that would cause untold damage to the whole media industry.,5222,Instead the girl was made to cook,141,I will remember the phrase,7543,Newt Gingrich's Second Wife Dishes Hard To Esquire: His Money Woes,238,Salomon Klass is perhaps the most notable,,,n,y,n,n,n,n,y,n,n,n,NONE,seem,NONE,really unsure,NONE,bunch; untold,NONE,NONE,NONE,perhaps,,
36818Z1KV2CBKJKULHCPDLBK3B73A7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3DIP6YHAPCR3XD5635E9O548U2EE86,A219VCQZADQ45W,Approved,Sat Oct 24 12:13:41 PDT 2015,Sat Oct 24 12:15:13 PDT 2015,Sun Oct 25 00:15:13 PDT 2015,Sat Oct 24 15:14:08 PDT 2015,,,92,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7015,I only get it when I've been carrying a bag (not neccessarily heavy),287,You seem to feel that for these people and I wish you luck.,6447,"* Reverse Citizen's United"" and put elections back in the hands ofThe People.""",7120,I have been looking at the different flowers available and I am really unsure what sort of thing is appropriate from a granddaughter.,1225,You should think about picking up a smaller one.,664,I happened to watch a news review on Sky News this morning in which a bunch of journo's were bleating on that we shouldn't condemn all the 'innocent' and hard working journalists at News International just because a whole bunch of hacks at the Sun were arrested... because that would cause untold damage to the whole media industry.,5222,Instead the girl was made to cook,141,I will remember the phrase,7543,Newt Gingrich's Second Wife Dishes Hard To Esquire: His Money Woes,238,Salomon Klass is perhaps the most notable,,,n,y,n,n,y,y,y,n,n,n,{},seem to feel,{},really unsure,think,{},{},{},{},perhaps,,
36818Z1KV2CBKJKULHCPDLBK3B73A7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3OVHNO1VE60DP3STG032V7JRT91DZI,A2CPBDUGX4QF2C,Approved,Sun Oct 25 12:52:11 PDT 2015,Sun Oct 25 12:53:00 PDT 2015,Mon Oct 26 00:53:00 PDT 2015,2015-10-26 07:55:17 UTC,,,49,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7015,I only get it when I've been carrying a bag (not neccessarily heavy),287,You seem to feel that for these people and I wish you luck.,6447,"* Reverse Citizen's United"" and put elections back in the hands ofThe People.""",7120,I have been looking at the different flowers available and I am really unsure what sort of thing is appropriate from a granddaughter.,1225,You should think about picking up a smaller one.,664,I happened to watch a news review on Sky News this morning in which a bunch of journo's were bleating on that we shouldn't condemn all the 'innocent' and hard working journalists at News International just because a whole bunch of hacks at the Sun were arrested... because that would cause untold damage to the whole media industry.,5222,Instead the girl was made to cook,141,I will remember the phrase,7543,Newt Gingrich's Second Wife Dishes Hard To Esquire: His Money Woes,238,Salomon Klass is perhaps the most notable,,,y,y,n,n,y,y,y,n,n,n,necessarily,seem,NONE,unsure; appropriate,should; think,NONE,NONE,NONE,NONE,perhaps,,
36818Z1KV2CBKJKULHCPDLBK3B73A7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3PMBY0YE272OEK42C6ESYDZGT4F9C9,A3862RIFFUV141,Approved,Sun Oct 25 07:58:34 PDT 2015,Sun Oct 25 08:03:18 PDT 2015,Sun Oct 25 20:03:18 PDT 2015,2015-10-26 03:05:17 UTC,,,284,97% (32/33),97% (32/33),100% (6/6),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7015,I only get it when I've been carrying a bag (not neccessarily heavy),287,You seem to feel that for these people and I wish you luck.,6447,"* Reverse Citizen's United"" and put elections back in the hands ofThe People.""",7120,I have been looking at the different flowers available and I am really unsure what sort of thing is appropriate from a granddaughter.,1225,You should think about picking up a smaller one.,664,I happened to watch a news review on Sky News this morning in which a bunch of journo's were bleating on that we shouldn't condemn all the 'innocent' and hard working journalists at News International just because a whole bunch of hacks at the Sun were arrested... because that would cause untold damage to the whole media industry.,5222,Instead the girl was made to cook,141,I will remember the phrase,7543,Newt Gingrich's Second Wife Dishes Hard To Esquire: His Money Woes,238,Salomon Klass is perhaps the most notable,,,y,y,n,n,y,n,y,n,y,n,not neccessarily,seem to feel,NONE,unsure,should think,shouldn't,NONE,NONE,Dishes,perhaps,,
36818Z1KV2CBKJKULHCPDLBK3B73A7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3RKNTXVS3MXZOZ1SBXMABAYC7BYA4Y,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:40:10 PDT 2015,Sun Oct 25 12:41:05 PDT 2015,Mon Oct 26 00:41:05 PDT 2015,2015-10-26 07:45:17 UTC,,,55,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7015,I only get it when I've been carrying a bag (not neccessarily heavy),287,You seem to feel that for these people and I wish you luck.,6447,"* Reverse Citizen's United"" and put elections back in the hands ofThe People.""",7120,I have been looking at the different flowers available and I am really unsure what sort of thing is appropriate from a granddaughter.,1225,You should think about picking up a smaller one.,664,I happened to watch a news review on Sky News this morning in which a bunch of journo's were bleating on that we shouldn't condemn all the 'innocent' and hard working journalists at News International just because a whole bunch of hacks at the Sun were arrested... because that would cause untold damage to the whole media industry.,5222,Instead the girl was made to cook,141,I will remember the phrase,7543,Newt Gingrich's Second Wife Dishes Hard To Esquire: His Money Woes,238,Salomon Klass is perhaps the most notable,,,n,n,n,n,n,y,y,n,n,n,NONE,NONE,NONE,really unsure,NONE,NONE,NONE,NONE,NONE,perhaps,,
3R15W654VCSKN3H0GJDBZ7K66H2LQV,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3AZHRG4CU4JI5QK6JHKYCZUTF4M300,A5V3ZMQI0PU3F,Approved,Wed Oct 07 15:31:55 PDT 2015,Wed Oct 07 15:37:11 PDT 2015,Thu Oct 08 03:37:11 PDT 2015,2015-10-08 10:39:33 UTC,,,316,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7015,I only get it when I've been carrying a bag (not neccessarily heavy),287,You seem to feel that for these people and I wish you luck.,6447,"* Reverse Citizen's United"" and put elections back in the hands ofThe People.""",7120,I have been looking at the different flowers available and I am really unsure what sort of thing is appropriate from a granddaughter.,1225,You should think about picking up a smaller one.,664,I happened to watch a news review on Sky News this morning in which a bunch of journo's were bleating on that we shouldn't condemn all the 'innocent' and hard working journalists at News International just because a whole bunch of hacks at the Sun were arrested... because that would cause untold damage to the whole media industry.,5222,Instead the girl was made to cook,141,I will remember the phrase,7543,Newt Gingrich's Second Wife Dishes Hard To Esquire: His Money Woes,238,Salomon Klass is perhaps the most notable,,,y,y,n,n,y,n,y,n,n,n,not neccessarily,seem,NONE,unsure,think,bunch; untold,NONE,NONE,NONE,perhaps,,
3R15W654VCSKN3H0GJDBZ7K66H2LQV,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3WMINLGALB22J3E74CSSU8A0UJPCA8,A2CPBDUGX4QF2C,Approved,Fri Oct 09 12:30:59 PDT 2015,Fri Oct 09 12:31:40 PDT 2015,Sat Oct 10 00:31:40 PDT 2015,Fri Oct 09 14:13:02 PDT 2015,,,41,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7015,I only get it when I've been carrying a bag (not neccessarily heavy),287,You seem to feel that for these people and I wish you luck.,6447,"* Reverse Citizen's United"" and put elections back in the hands ofThe People.""",7120,I have been looking at the different flowers available and I am really unsure what sort of thing is appropriate from a granddaughter.,1225,You should think about picking up a smaller one.,664,I happened to watch a news review on Sky News this morning in which a bunch of journo's were bleating on that we shouldn't condemn all the 'innocent' and hard working journalists at News International just because a whole bunch of hacks at the Sun were arrested... because that would cause untold damage to the whole media industry.,5222,Instead the girl was made to cook,141,I will remember the phrase,7543,Newt Gingrich's Second Wife Dishes Hard To Esquire: His Money Woes,238,Salomon Klass is perhaps the most notable,,,y,y,n,n,y,y,y,n,n,n,only,seem,NONE,really; unsure,should; think,NONE,NONE,NONE,NONE,perhaps,,
3R15W654VCSKN3H0GJDBZ7K66H2LQV,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3ZGVPD4G6TGK6SOQ2Q3H0B1CQXEZT8,ABT7QTMIYXYO0,Approved,Tue Oct 06 06:42:00 PDT 2015,Tue Oct 06 06:43:39 PDT 2015,Tue Oct 06 18:43:39 PDT 2015,Tue Oct 06 08:22:59 PDT 2015,,,99,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7015,I only get it when I've been carrying a bag (not neccessarily heavy),287,You seem to feel that for these people and I wish you luck.,6447,"* Reverse Citizen's United"" and put elections back in the hands ofThe People.""",7120,I have been looking at the different flowers available and I am really unsure what sort of thing is appropriate from a granddaughter.,1225,You should think about picking up a smaller one.,664,I happened to watch a news review on Sky News this morning in which a bunch of journo's were bleating on that we shouldn't condemn all the 'innocent' and hard working journalists at News International just because a whole bunch of hacks at the Sun were arrested... because that would cause untold damage to the whole media industry.,5222,Instead the girl was made to cook,141,I will remember the phrase,7543,Newt Gingrich's Second Wife Dishes Hard To Esquire: His Money Woes,238,Salomon Klass is perhaps the most notable,,,y,y,n,n,n,n,y,n,n,n,only,seem,NONE,really unsure,NONE,happened,NONE,NONE,NONE,perhaps,,
3KA7IJSNW54NAIU9PT9SLZYRQPKBPM,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,30LB5CDZNC9JQJRZ4OF7G0Z8ZA8Z07,A219VCQZADQ45W,Approved,Sat Oct 24 11:59:20 PDT 2015,Sat Oct 24 12:00:46 PDT 2015,Sun Oct 25 00:00:46 PDT 2015,Sat Oct 24 15:14:09 PDT 2015,,,86,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,n,y,n,y,y,n,y,y,n,n,{},I suppose,{},{},I can think of,maybe,{},I could feel,{},I think,,
3KA7IJSNW54NAIU9PT9SLZYRQPKBPM,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,33LKR6A5KEJNBW3IUFUP8HH1JXWT1A,A5V3ZMQI0PU3F,Approved,Fri Oct 23 19:18:18 PDT 2015,Fri Oct 23 19:23:15 PDT 2015,Sat Oct 24 07:23:15 PDT 2015,Sat Oct 24 06:24:07 PDT 2015,,,297,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,n,y,y,n,y,n,y,n,n,y,NONE,suppose,long,all that,think,maybe,NONE,NONE,NONE,NONE,,
3KA7IJSNW54NAIU9PT9SLZYRQPKBPM,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,39PAAFCODMZ3X8JG1TEEF5OH8KIVTI,A2CPBDUGX4QF2C,Approved,Sun Oct 25 12:53:04 PDT 2015,Sun Oct 25 12:53:48 PDT 2015,Mon Oct 26 00:53:48 PDT 2015,2015-10-26 07:55:17 UTC,,,44,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,n,y,n,y,y,n,y,n,n,n,NONE,suppose; like,NONE,NONE,think,maybe,NONE,NONE,NONE,think,,
3KA7IJSNW54NAIU9PT9SLZYRQPKBPM,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,3URFVVM165HZ653F2VTR57NFF9TUZ6,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:39:10 PDT 2015,Sun Oct 25 12:40:08 PDT 2015,Mon Oct 26 00:40:08 PDT 2015,2015-10-26 07:40:17 UTC,,,58,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,n,y,n,y,n,n,y,n,n,n,NONE,suppose,NONE,NONE,NONE,maybe,NONE,NONE,NONE,partially,,
36JW4WBR05JLAI81BINJVGNLIYJFHN,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,36NEMU28XFCCZ2T1I6IYFTC3GGTWMI,A2CPBDUGX4QF2C,Approved,Fri Oct 09 12:03:21 PDT 2015,Fri Oct 09 12:04:38 PDT 2015,Sat Oct 10 00:04:38 PDT 2015,Fri Oct 09 14:13:00 PDT 2015,,,77,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,n,y,n,y,y,n,y,n,y,n,NONE,suppose; like,NONE,NONE,think,maybe,NONE,NONE,but,partially,,
36JW4WBR05JLAI81BINJVGNLIYJFHN,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3G2UL9A02DDVKK78NI35YHG0X9S768,A5V3ZMQI0PU3F,Approved,Wed Oct 07 15:14:49 PDT 2015,Wed Oct 07 15:21:16 PDT 2015,Thu Oct 08 03:21:16 PDT 2015,2015-10-08 10:24:33 UTC,,,387,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,n,y,n,y,y,n,y,n,n,n,NONE,suppose,suppose,all that,I can think of,maybe,NONE,NONE,NONE,think,,
