SentenceID,HedgeWord,Sentence,Final,Agreement
5760,a few,Crony capitalism has been on the fore front of political debate for at least a few years now.,1,0.8
7470,should,I told him he should have rang,0,1
2055,may,Conventional weapons may not even be able to hit some of the fortified facilities either.,1,1
137,like,Especially if there is no ink..... Looks like an opinion piece to me...  Let me see,1,1
2065,possible,Including huge damage to the world economy and the possible destruction of Israel.,0,0.8
7478,expect,I like to ensure the house is locked up properly so I would expect to know what was going on by a reasonable hour.,0,1
3099,find,You will find you are treated with great respect with that typoe of approach.,1,1
2465,imagine,I spent 15 minutes or more reading through the various apple juice labels - and this was just apple juice so I can't imagine other stuff.,0,0.8
1222,find,If they find you funny and interesting and attractive,1,1
5610,much,I do not know as much about murderers in the USA,1,0.8
7170,believe,Only a complete idiot would believe that an editor of a tabloid becomes the overnight owner of TWO major newspapers based solely on his merit and salary.,1,0.8
5034,about,except he's not wrong about the rightwingnuts setting her up...yet another reason obama needs to stop giving in to them.,0,1
5844,believe,So I believe comparisons are viable and inspiring,1,0.8
7259,like,I like Newt because I trust Newt.,0,1
5336,like,My limited use and the big jump in price meant that it really isn't worth me getting a family saloon like the Passat or a 3-series.,1,1
6477,recall,I'm going to tell the clerk that I will pay the increase AFTER the recall effort is successful,0,0.6
4592,understand,Update: Girl did have contact with officials when she arrived in the UK and could not understand them.,0,1
654,like,It's like they think they own the place.,1,1
687,some,Red Cross workers arriving in Attawapiskat with aid | CTV EdmontonPolitics - The Globe and MailI'm wondering if it's time to give these tiny outpost communities some hard choices.,0,0.6
6142,someone,If someone visited the US and went to LA they might have a different perception of the US than someone who visited and went to New Orleans.,0,0.8
4447,think,i think he lives in wichita,1,1
4946,approximately,He seeks pledges from approximately 40,1,1
3184,could,It was perhaps a matter of historical hubris that we believed we could succeed in a place in which the cold dead hand of French colonialism had recently been defeated by a Communist movement that clothed itself in the rhetoric of nativism and nationalism and which had been steeled by years of combat.,0,0.8
3423,believe,I personally believe that Syria wants very much to get on our (USA) good side.,1,0.8
6723,about,The document discusses about the development of the British Nationality Law in the 20th century and the early 21st century.,0,1
2077,think,Husband is mad at me now because he thinks I shouldn't let it bother me,1,1
6757,most,Jackie Battley and Newt Gingrich Marriage Profile -- Marriage of Newt Gingrich and Jackie BattleyThe most notorious incident in Gingrich's marriage... was when he cornered Jackie in her hospital room where she was recovering from uterine cancer surgery and insisted on discussing the terms of the divorce he was seeking.,0,0.8
4472,may,The only problem may be that they used New York Times in their tort analysis after saying public v. private didn't matter.,1,1
5325,about,but don't worry about the after.,0,1
188,about,The real brains are more concerned about global cooling,0,1
7209,likely,He does not at all agree that an atmosphere of such speech may make such tragedies likely to recur.,1,1
6652,feel,And I've seen variants of this line about a million times by now:I really feel sorry for people with such hate in their hearts that they feel the need to go after Papa Joe after (list professional accomplishments of Paterno).,0,0.8
1472,know,I know most of the world thinks Americans are insanely rich and have money to spend on anything and everything,1,0.6
776,apparently,He had on an older heavy set white guy who apparently was the author of the law.,1,1
4522,could,I am so scared of having the operation and imagine all the horrible things that could go wrong,1,1
4017,much,We have had a meeting were we have not been told very much by the authorities,1,1
2722,somewhere,So please take your hypocritical bullshit somewhere else.,0,0.8
4269,know,I don't know of anywhere in the US where there's actual abject poverty.,0,0.6
6345,suggest,You could look for a good interest rate for him and maybe suggest you can sign as well in case of emergencies then you can keep a check.,1,0.8
7105,estimate,Historians estimate that up to 1.5 million Armenians were killed by Ottoman Turks around the time of World War I,1,0.8
3804,most,By far the best debater and most informed candidate and could easily kick Obama's ass in a debate...,0,1
6544,most,A freeze on all but the most critical legislation goes into effect in early March ahead of spring presidential and legislative elections.,0,1
6242,about,Do you know the great thing about numbers.,0,1
7074,think,"I don't think a National minimum wage makes any sense""""",1,1
3983,about,The New York Times raved about Albright's brooches in an article titled,0,1
5264,might,You might struggle at first,1,0.8
166,some,Must be some of them thar government bought scientists.,1,0.6
1069,like,People forget that female dogs that are unspayed mark just like male dogs do.,1,1
4176,sort of,These wars are just ways to prevent other nations gaining any sort of power whether it is directly or indirectly as well as make their arms companies some major money on the side.,0,0.6
1977,feel,I did not feel ready to be home.,0,1
3610,sure,I've never done this before and I'm not sure just what a responsibility it will be,1,0.8
191,perhaps,Salomon Klass is perhaps the most notable,1,0.8
3034,possible,I've had the idea that the Roadmap was a turning point toward one of the two possible directions-- toward peace,0,0.8
933,understand,What these Trotskyists don't understand is that giving young people the chance to gain skills and experience that will benefit them and us as a society isn't oppression but common sense and doing them a favour.,0,1
1469,find,or 2. find a fuel alternative to gasoline that is about the same price and then make it available at all locations and start only producing cars that run off that.,0,0.8
5512,remember,In VERY vivid detail I remember falling down the first flight of stairs in my house onto the landing in front of the main door.,1,0.6
5304,look like,i dont know... i just told him that i am sorry i will never look like that and i am so scared that he wont find me attractive in a few months because i am going to get stretch marks and just be fat and gross looking and i am just so emotional and ugh... i wasnt trying to make him feel bad.,0,0.6
2926,sounds like,So sounds like this guy is the rightie equivalent of scooter boy...At the news conference,1,1
2522,most,You wer on the moving on stage which hurts the most BUT seriously tho,0,0.8
853,a few,For some reason you remind me of Dennis Leary (Video has a few F-bombs if your at work)STFU - Dennis Leary - YouTube STFU - Dennis Leary - YouTube Yea it does seem that most in the OWS Movement want to blame everyone but themselves for their own mistakes.,1,1
823,some,I am aware of the fact that some of my ancestors oppressed some of my other ancestors.,0,0.6
5830,about,I'd have to think about it,0,1
2106,could,From what I could see they were trying to convince the students who had less knowledge about the new voting system into voting for them.,0,0.8
4405,know,They are almost never encountered because people who know the truth will tell someone.,0,0.8
4193,understand,i was a little dissappointed but could understand i guess.,0,1
6226,often,And as is often said,1,1
2541,think,I have no clue what she thinks from day to day,1,1
306,really,You really do need to read what other experts in the field are saying,1,0.6
2994,some,On this forum i have found a number of people who have had similiar experiences and some that have had different ones and fortunately a meeting of minds often produces understanding of the variety of views and tolerance of others.,0,0.6
4430,should,The focus should not be upon us being more civil to each other (although it would be nice if we were) but rather on what caused Jared Lee Loughner to snap last Saturday.,0,0.8
7508,might,The ONLY fact in that is that he signed the bill...UNDER PROTEST I might add.,1,0.6
2832,about,Theres been so much she's gone through and she's not opened up to the therapist about anything,0,0.8
2325,totally,This is totally Unacceptable!,0,1
2423,completely,In fact you may wish to look up the relevant pages in an Australian professor's paperhttp://www.lavoisier.com.au/papers/submissions/Foster3 (2001).pdfin which he completely debunks the calculation as far as his hemisphere is concerned - you'd think he doesn't want to get drowned any more than the rest of us do.,0,1
2280,could,I am 90 miles from a VA Hospital so except for a few stays in the mental ward when I was very depressed and could not afford to pay the civilian hospital I do not use it.,0,1
3823,most,- We have the most powerful Air Force (and Naval Air) on earth- We have the most advanced avionics- We have the best missiles- We have the best intelligence- We have air superiority in any theater on earthThe Russians tried for 50 years to keep up with us and they couldn't.,0,0.9
5465,feel,That's fantastic Nice to see the spirit of humanity and the season is still there i feel a tiny tim moment coming on.............God Bless us.....EveryoneNo honestly,0,1
5618,someone,(And it generally ain't that hard to tell the ones who are - PROVING it is harder...)Prison isn't generally gonna make someone better.,1,0.6
4711,like,It is possible that Powell sold his soul to the devil like the rest of them.,1,1
3095,suggest,I suggest you spread yourself out.,1,0.8
567,sometimes,(Yes heteros sometimes abuse their children) After a while he finds out that his new wife is a lesbian and does not love him.,0,0.6
3066,might,What many fail to realize is that exiling Arafat might not be an option.,1,1
4355,like,I think things like Patriarchy,1,0.8
6412,and the rest,Africans would be better served by the EU removing it's protectionist food tariffs and agricultural subsidies and the rest of the world paying them a fair price for their abundant natural resources rather than cutting deals with the dictators who have kept parts of the continent in chaos since the end of (direct) European occupation after world war IIIt isn't just some crazy ironic twist of fate that the majority of the worlds precious metals and stones come from Africa and yet it has so many of the poorest and most violent countries,0,0.8
1930,most,There would by now be objects (under most interpretations of the BB scenario) that are moving away from us at the speed of light or greater.,1,0.8
3966,might,You might want to consider the distinction between Principle,0,1
5609,know,Hmmm - I know it is a deviation from a thread about execution - but I am nonetheless stunned by what seems to be a casual assumption that the penalty ought to be a choice between execution and prison for life.,1,0.6
3448,really,Would this country really have a point anymore,1,1
1038,about,Medicine students will be finding out about new treatments for diseases a lot of these older people are more likely to get.,0,1
1184,about,i'm not talking about sykess,0,0.8
5357,much,I could probably afford to get much better cars than the ones I drive if I got them on finance as we have quite a bit more coming in every month than going out but the wife won't entertain finance so I have to buy them outright and there are too many bargains to pass up at the insurance auctions.,0,1
3793,like,He makes the other candidates sound like a bunch of kids squabbling over the last Popsicle.,1,0.8
4874,read,Here's the 4th Circuit decision if you haven't read it.,0,1
6698,know,I don't know why I'm even upset really,1,0.6
263,think,I don't think most British people are too lazy to work but I think they have unrealistic expectations of work.,1,0.9
4439,may,I live in wichita and i hadnt even heard of the guy till he resurficed last may or so.,1,0.6
217,think,I think a key to finding a broader context in which to understand that attitude is in investigating what initiation is.,1,1
361,know,"Palin Endorsed End Of Life Counseling As GovernorDo any of you guys know how to use a search engine.""""",0,1
6192,probably,I think he's probably dead,1,1
3175,a bit,My OH is a bit luckier in that he is only 25 but I know he worries about money and would like to have more of it,1,1
1369,really,So the chances of anything going all that wrong with your delivery are really,0,0.6
6216,much,Mass media are a good mirror to show how much a life is worth or worthless for them in different parts of the world.,1,0.6
1823,really,It's really the unskilled labor (assembly line workers,1,0.8
1713,about,I think your leather thong is about 5 sizes too small and it's cutting off the circulation to your brain.,1,0.6
2225,believe,"The Country did well in terms of setting the foundation for what has lasted so far almost 240 years BECAUSE they subscribed to the things I believe and those whom morons like YOU consider hacks believe.""""",1,0.6
608,possibly,You know what - we were possibly over there at the same time,1,1
6479,should,The Budget repair bill was supposed to have language eliminating some of the municipalities local control over your property tax rate and therefore should have kept your property taxes from going up.,0,0.8
2051,I would say,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,0,0.6
2218,some,Come on use some common sense.,0,0.6
7381,guess,I guess I was obscure in the idea,1,1
1832,feel,The reason we do the sidewalk test is so that you can feel the difference from carpet to cement.,0,1
2952,should,The store should install and use a floor safe and keep no more than a handful of change in the till.,0,1
3162,almost,He is almost 32 but is very laid back and has no plans beyond the end of next week,1,1
1291,really,It really is everything.,1,1
2701,some,He did NOT start out in the copy room of some local city paper and work his way up to mogul.,0,0.6
6390,suggest,I am not a health professional and I can only speak from personal experience which is why I strongly suggest you see a qualified health professional about your feelings and worries about depression.,1,0.8
7528,apparently,The entire point I am trying to make was that Obama did in fact introduce legislation while you claimed (and apparently are still claiming) never happened.,1,1
1669,think,Except I can't have ice-cream.... :5(I woz wondering bout acupuncture...I don't think I could handle it though..I got really queasy taking out my new earrings!!!,1,1
5510,like,Sounds like an idea that should be explored scientifically.,1,1
2921,a bunch,and characterizing the CCW crowd as predominately a bunch of middle aged white guys.,1,1
7423,sort of,Danskos are worn sort of loose.. no rubbies,1,1
5135,probably,THEN I would probably calm down and listen.,1,0.8
3011,somebody,"There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,A Giuliani '12 effort would likely emphasize his ideas on domestic policy",0,0.8
4786,know,I know that race is not a biological reality,1,0.6
5796,like,re curtains-'Passers by might not like the way it looks'.I dont give a f*** about what other people like the look of,0,1
1650,a bit,I'm a bit worried that it's getting worse...No honey,1,1
747,know,I don't know much about his politics or his achievements,0,1
2249,know,The rest of the world knows the same.,0,0.6
4454,like,It's real interesting how everything just unfolded like it did.,1,1
3365,think,I have a brother and sister that do not speak to me and they think this was a brilliant way to get back at me (believe it or not!!).,1,1
644,look like,"If I bang it up and make it look like trash then that's on me.""""",0,0.8
4105,much,The political reasons seem unlikely to me because lots of soldiers including many much much higher up than him have spoken out.,0,1
6173,remember,I somewhat remember hearing on the news on the first (or second) day after his death that the compound was completed in the summer of 2010.,0,0.8
6348,really,It's a very difficult thing to have to approach and I really feel for you x,0,0.8
2225,so far,"The Country did well in terms of setting the foundation for what has lasted so far almost 240 years BECAUSE they subscribed to the things I believe and those whom morons like YOU consider hacks believe.""""",1,0.8
5804,think,Sadly I think she knows I wont be giving her grandchildren,1,1
1434,about,A friend of mine is very involved in conservative politics and one day sent a bunch of pro-voucher tweets about how parents know what's best,0,1
5899,completely,Your Claim that he has killed 3 times as Many Al Qeada is completely False.,0,1
6212,think,i don't think there are too many people,1,1
3392,know,I know my ex thought he had done nothing wrong but telling his estranged son to 'rot in hell' because he had missed a few phone calls-was wrong-although I held my tongue.,1,0.6
2247,know,Pirates of the seas know they can't 'EFF around with Americans or any of their properties.,0,0.8
7364,think,"Now if those of you who think that outsourcing our space flight needs to other nations at the expense of American security""""",1,1
4955,a few,Perhaps indeed we were but a few miles and worlds apart in that mess.,1,1
789,like,It's not like he needs the money.,1,1
2941,really,I have read data that show concealed carry really doesn't have an effect one way or the other on crime (not accidents,1,0.8
5847,about,Sorry to rant about Gypsies so much,0,1
5921,know,"Unemployment....Your side uses the excuse for the high number as  it would have been far worse....You nor anyone else does not know that.""""",0,0.6
693,understand,I do understand some of the hardships in recent memory that need to overcome such as the stolen generation and residential schools.,1,0.6
4305,find,And the Points of Light Foundation continues to help the nation find opportunities for people to serve one another.,0,1
4267,about,Looking at his 59 points it seems pretty clear to me that Mitt is basically concerned about continuing with business as usual along with reducing the social safety net for poor Americans and reducing necessary regulation of businesses and the financial sector.,0,1
2317,about,point me in the direction of all those tea baggers who were out there screaming about the bush deficit spending.,0,1
6927,really,That other stuff isn't really true.,1,0.8
6345,maybe,You could look for a good interest rate for him and maybe suggest you can sign as well in case of emergencies then you can keep a check.,1,1
4258,a bit,You stepped on my feelings a bit there,1,1
1595,about,I think my realization that under the present system health care is provided on the basis of one's wealth came about when I went to a private hospital that did not take Medicaid to pick up a newborn being placed for adoption (that child's grandparents were well insured) and I noticed they had valet parking.,0,1
5358,completely,Helps that I'm sort of in the trade but I don't like the idea of depreciation all that much and this is one good way to almost completely avoid it.,0,0.8
6720,like,Sounds like we are falling foul of the EU standard practice in the way we treat our nationals.,1,0.6
3684,could,"Good luck... gotta love the people who insist on helping you when it could be easier to do it yourself... Not like you can just play with the kids while she cooks dinner...Hope you get through your list!""""",1,0.6
3742,about,"Not to change the subject; but the Civil War was about States Rights and not slavery.""""",0,1
4766,suggest,To suggest that Social and economic gaps are INTERNAL to blacks is to suggest that there is a genetic propensity that makes blacks inferior.,1,1
3731,basic,The basic issues here are trust,0,0.6
4805,about,He was only 67 and we had never had any form of conversation about what he wanted when he died,0,1
3165,probably,I can't see any logical way to move forward which is probably why it gets me down so much,1,0.8
1813,know,we know it.,0,0.6
5185,somehow,"They somehow deemed the violin as counterfeit, even though there is no such thing in the violin world.",0,0.6
7436,remember,I cannot remember any events before this time.,0,0.8
2349,think,Deal with reality:Fox News Coverage of the Trayvon Martin Case Criticized - The Daily BeastI think we have very different standards of 'knowledge',1,1
301,like,does not have the vision or the courage to sustain a program like Apollo.,1,1
7478,like,I like to ensure the house is locked up properly so I would expect to know what was going on by a reasonable hour.,0,0.8
1398,like,I like the Cubs too!,0,1
3824,some,some just want America to fail.,1,0.8
512,a bunch,"I happened to watch a news review on Sky News this morning in which a bunch of journo's were bleating on that we shouldn't condemn all the innocent and hard working journalists at News International just because a whole bunch of hacks at the Sun were arrested... because that would cause untold damage to the whole media industry.""""",1,0.6
460,may,For whatever one may contend the reasons are,1,1
484,someone,If someone you cared about was murdered,0,0.8
3479,know,I know he will do all he can to help me.,1,0.8
4471,should,But what they actually overturned the District on was sending the question of law as to whether the speech should have First Amendment protection to the jury rather than deciding it from the bench - which is what they did by focusing on type of speech rather than nature of speaker and audience and concluded it was protected.,0,1
3534,think,I think the 3 strikes law has worked in that 2 strikers have left the state,1,0.8
5608,may,But then so is India and nutjobs looking to foment regional strife can tragically up the ante considerably wrt to world-wide equilibrium where ever they may be.,1,1
4906,fairly,I believe I explained my viewpoint fairly well in subsequent posts (above).,1,1
5748,much,Either way makes as much sense as the other.,1,0.8
6123,a couple,I haven't been there myself but my 3 sons and a friend went a couple of years ago.,1,1
1265,feel,A few thoughts in perusing the fallout here:1) Fox-- I feel sort of responsible for you feeling as though you had to defend my statements-- of course,0,0.6
6989,a little,The buffet/music/buying the drinks in/hire a hall option for a larger group would have been a little bit more,1,1
3153,a bit,This is probably going to be a bit of a rambling post...,1,0.8
3355,about,You guys talk about class warfare,0,1
3410,should,I was recently thinking I should know more about the Sudan,0,0.8
2503,about,HUCKABEE: The only reason I'm not as confident that there's something about the birth certificate,0,1
4392,general,The Government took measures to hide the truth from the general public for whatever reason and the truth is supposedly still being hidden.,1,1
167,much,The Mystery of Global Warming's Missing Heat : NPRThe Mystery of Global Warming's Missing Heatby Richard HarrisStuart WestmorlandOceans hold much more heat than the atmosphere can.,0,1
502,a little,Sometimes I even change my position a little if they present a good argument.,1,1
551,about,Your exclusionary club of bigotry is about to be infiltrated.,1,1
1842,they said,I could feel them work my legs but they said this happens.,0,0.6
7129,like,But do continue to babble like a good little neocon/teabagger/libertarian flunkie....it would be funny if it weren't so pathetic.,1,1
6360,sort of,if so I'd try and get the same sort of flowersHi,0,0.8
1256,feel,i didnt feel entitled to their money because im their child.,0,0.8
6451,like,Or maybe just a commutation of sentence like for Scooter Libby.,1,1
6285,should,As should have been long expected,0,0.6
6750,probably,So the eventual 'regime change' in Syria will probably be bloody & violent,1,0.8
4631,read,From what I've read,1,0.8
2584,might,I might not like the answer,1,1
1935,several,Depending upon which analysis of Guth's inflationary model you choose (there are several at least) the only way to keep inflation consistent with all the other physical laws is if the inflation took place in such a way as the separation of parts of the universe that were space like remained space-like forever.,1,1
7314,seem,To the OP and those that seem to be in agreement with it's bogus implication......willful ignorance and half-baked hyperbolic nonsense is not a compelling argument.,1,1
4871,may,The only problem may be that they used New York Times in their tort analysis after saying public v. private didn't matter.,1,0.8
2578,suggest,Quote:The existence of 2 (presumably) youngish children would suggest that the marriage is not the cold and unrewarding one the husband would have you believe.,1,1
5218,know,Until I know the facts I won't make a decision.,0,1
3543,about,It is all about the Entitlements.,0,1
206,someone,Undoubtedly you have more than just a slight personal interest in Finlands history whereas someone like myself from Australia,0,1
6176,know,I don't know what to make of the whole thing to be honest..,1,1
7344,imagine,The NY times reports that we are evacuating - so I called them to see where they got the information - and they said the embassy - as you can imagine - getting through to the American Embassy in Cairo is impossible at this time.,1,0.6
2844,almost,When my son would do things that were almost unbearable,1,0.8
4742,a few,So sad too how the prospect of a few material things when someone is ill can turn some people into total vulchers.,1,1
1039,like,Computer Scientists will be creating new technologies to make lives easier on a day to day basis from work to home experience - from programmes like AutoCad that keeps thousands in jobs.,1,1
2416,should,You should see Dr.,0,1
3140,think,I think Age UK run befriending schemes.,1,1
1306,sure,I'm sure the cartoonists think they are all terribly ironic,1,1
6643,about,There are a fair amount of people arguing - seriously - that most of the anger about the case is about people not being Penn State fans.,0,1
1590,estimate,The best estimate of the annual death toll among Americans of working age due to lack of insurance or under-insurance is at least 20,1,0.8
6351,really,My Grandad was very very important to me and I am dreading the funeral as I know it is really going to hit me hard then.,0,0.6
2622,about,It's indicative of a crisis management team that is spending more time worrying about regulations and red tape than cleaning up the mess,0,1
2572,someone,I seriously doubt a 17-year old kid would even think about arguing with someone when they have a gun.,0,0.6
948,kind of,It's all very well dismissing statements as discriminatory if they are wildly inaccurate but it kind of defeats your point if it is true!,1,1
5397,find,I can find a letter that states they received my letter asking permission,0,0.8
6415,about,I read a really good article (can't remember where) about the WWF and how they have spent so much of their resources on animals that humans like such as Panda and Rhinos at the expense of many species of birds/insects/rodents etc that aren't as cute but are far more important to their eco-systems.,0,1
2239,like,And you smell like a sock.,1,0.8
5562,feel,It was sad that the one day out of the year dedicated to our war dead was hijacked by a group of people more interested in making themselves feel good and playing politics.,0,1
2046,among others,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,1,1
314,guess,I guess this his way of sucking up to other countries like China and Russia.,1,1
190,a few,Quite a few were promoted Captains.,1,1
263,most,I don't think most British people are too lazy to work but I think they have unrealistic expectations of work.,1,0.8
6637,about,"I thought about taking Phoneix's advice and turning my thoughts into a letter to the editor or a My Turn essay for Newsweek or something but the more I read the more I realized that the amount of research required is beyond me.""""",0,1
6707,think,I think it's a real shame on the part of our Government for treating them like this.,1,1
4193,a little,i was a little dissappointed but could understand i guess.,1,0.8
7079,most,For the most part,1,0.8
2290,should,Most of the time I am of the opinion that people should bare some financial burden for their medical expenses,0,0.8
2399,about,They seem to have completley forgotten about tainememan spr.,0,1
5548,much,As she did I very deliberately grabbed as much of her hair as I could,1,1
2015,may,They may or may not be compensated for their losses.,1,0.9
7526,read,If you actually DO read the links Conservative posted,0,1
6496,some,They are just now in the middle of a trial and even though they do have some witnesses against the police officers there are a lot more that still are not talking.,1,0.6
3483,may,I am not sure what is out there (many more knowledgeable people than I post here) but if you stress to the GP exactly how bad it is on your worst days then he or she may be able to get you some urgent help.,1,1
2481,could,I think they could at least specify the varity of apple used.,0,0.6
241,should,they live in england and should speek english!,0,1
37,I mean,I mean 40% of the world is living under $2 a day.,1,0.8
6651,seem,While they all seem to agree that the superiors are at fault for not reporting it,1,1
1621,know,But we do know what created them,0,0.8
1585,possible,"http://yglesias.thinkprogress.org/ar...ath-panels.phpReal Death PanelsJonathan Cohn calls it a squeeze play, but whatever you call it there's something bizarre about watching an American conservative movement whose general goal is to have the public sector provide as little as possible to anyone",0,1
1715,look like,He makes Bush look like Goldwater.,1,1
938,should,So should people who've been out of work for years (some families have 3 generations where they have NEVER worked!),0,1
186,know,If you read the whole article he doesn't sound like he knows if he is coming or going but that sounds about right.,1,0.6
6675,basically,That he was a graduate assistant suggests he had been in school basically his whole life.,1,1
3722,should,The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.,0,0.8
3398,hear,We hear from Iraq every day - every development is tracked.,1,0.8
2905,read,I hope you will read the more updated contract awards that I posted from NASAWATCH.,0,1
5903,about,You are about as clueless as they come dude.,1,0.8
3006,about,If you want to talk historically about how people get nominated president - there are probably some exceptions to this - you've got to win one of the first two [contests],0,1
5888,partial,Here is a partial list:- The stimulus has created millions of jobs in the PRIVATE SECTOR.,1,1
2129,like,Because most of them are like John Gotti - only in the sense they should have the moniker Teflon in front of their names - because nothing is ever their fault and nothing ever sticks.,1,1
2857,nearly,I used to skate to the store or for exercise nearly every day before I moved to Madison--from a place where I could roll out the door with my skates on knowing I'd find a safe and efficient route to just about anywhere.,1,1
6467,should,laws should be for everyone.,0,1
7370,like,does not have the vision or the courage to sustain a program like Apollo.,1,1
5673,looks like,The more it looks like Zimmerman acted in self defense,1,1
6618,about,I come from a line of people who are very pragmatic about dying.,0,0.8
2652,think,i still think 14 weeks is a bit too long,1,1
1654,like,Mmm I'd say that's pretty reasonable...!...I've come off milk and dairy stuff now coz of suspected lactose intolerance.....it's a pain in the a**...but my shoulder pain has mysteriously gone away...it does come back occasionaly when I'm really stressed out...but only mildly and only for a little while....Touch wood....!....but anyway...yeah...blah blah blah...Honey_rose_crStart carrying your bag in your arms like a baby or get one of those bags that are more like suitcases.,1,1
2670,think,which i dont think they were i think marquez nicked it by a round @ leastArums been waiting to feed Diaz to Manny next.,1,1
2649,remember,Since I didn't remember me LMP,0,1
3294,know,She has since (AFAIK) tried to gather his assets/estate and has also been in touch with the HSBC pension scheme over here (i know this because i got in touch with them too).,0,0.6
3780,should,He should have settled with Paula Jones years earlier.,0,0.8
3406,know,And thats about it - dont know more than that.,0,1
1487,really,We really need to address the burning of fossil fuels,0,0.6
6335,maybe,Your father is a grown man and maybe he has heard this as well but if he is really happy where is the harm.,1,1
5980,know,We know about civil rights.,0,1
4438,about,That's why I'm talking about this.,0,1
1547,a little,I wish Paul was a little bit more articulate and less frenetic in his responses.,1,1
1461,know,Whether you meant it that way or not I don't know,1,0.8
119,understand,"spendi doesn't understand evolution is code for the poseur to claim he does.""""",0,1
3211,most,It was during my tenure at COMPHIBPAC that I learned the most about what I know about Viet Nam.,0,0.8
3577,some,Sue them and try to get some money out of them.,0,0.6
6749,often,And the new government often pays attention to improving the lot of its citizens,1,1
7477,think,I know I will probally get slated and told he is an adult he can do what he wnats but he is living in our house and my husband and I both think he needs to let us know if he is not coming home.,1,1
5129,might,Any suggestions on how to handle this greatly appreciated Actually next week might be the ideal week,1,0.8
3633,a bit,This next bit might sound a bit mean,0,0.6
1926,basic,If I understand your other questions:The FRW model of the universe is the basic standard theory.,1,0.8
6855,some,"We baby boomers have come through some incredible""""",1,1
3491,about,Also asked about getting an injunction against him they gave me the number for womans aid to get help with obtaining one.,0,1
1818,really,And it doesn't really matter what Repub gets the nod,1,1
2216,know,I have been to Russia and know what its like.,0,1
3609,think,I think it's a case of giving my dad the account number so he can start transferring money to it,1,0.8
1995,almost,I have almost no side effects and I'm told my scar is covered by my hair.,1,0.8
2129,most,Because most of them are like John Gotti - only in the sense they should have the moniker Teflon in front of their names - because nothing is ever their fault and nothing ever sticks.,1,0.8
474,practically,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,1,1
4169,usually,My thoughts are that governments simply let their private arms companies make a bit of cash off the war like they usually do.,1,1
2382,know,Sounds like the Communists are invading and drilling on American terra firma and I didn't even know it.,0,0.6
3203,like,"The irony of wistful recollections of past protest adventures clothed as they were in a style and form so like their own caricatures of the reactionary forces they opposed""""",1,1
4625,assume,Too many people assume that once they watch 10 min of CNN they have the entire story,1,1
7219,like,Just like I would oppose a Shinto Shrine built at Pearl Harbor during WWII or a Glock outlet opening next to the Safeway in Tuscon next month.,1,1
5484,find,She finds it difficult to get in and out of the car and because she's also got a wheelchair now many of her elderly friends would be unable to give her a lift because they wouldn't have the ability to get the wheelchair in and out the car or to support and help her to get in and out either.,1,1
3662,like,He's ranting against people like you likely.,1,1
6853,like,Sorry - Nothing funny about that - I sometimes wish I had had the opportunity to do like MLK and walk up to cops with dogs and not even flinch when getting hit or bitten.,1,1
2055,some,Conventional weapons may not even be able to hit some of the fortified facilities either.,1,0.8
6175,I mean,Or prove that it was correct except for various statements from governments etc..because I mean,1,0.8
6694,know,I don't know why that would matter,1,1
6402,think,i don't think there are too many people,1,0.8
885,feel,The problem I have is that I feel as though I am paying for everything now,0,0.6
4991,think,I's room and shes a hyper spazoid running around so I don't think of the diaper issue and struggled to put her coat on and get us out the door in one piece.,0,0.6
6311,some,and hopefully get some thoughts from you all please.,1,0.6
3003,like,I'm like a running back that has the ball and I'm looking for openings,1,1
6202,feel,Rich country has trouble we all feel sorry for them,0,0.8
7056,a couple,I haven't had airconditioning my whole life until a couple of months ago,1,1
3410,about,I was recently thinking I should know more about the Sudan,0,0.8
6741,about,That's about 670 per hour,1,1
919,completely,I am 25 and I am worried then if I ever move out they will be completely lost!,0,0.8
570,really,"But the schools only recognize the marriage he has with a woman (who is not even the mother) who does not really love him nor does she care for his children from the other woman.""""",1,0.8
4844,know,I know this is just a load of jumbled rubbish but I'm so down and fed up with this  I've probably brought it all on myself,1,0.6
2338,much,A much better resolution would have been a hard resolution on non proliferation and disarmament in the region,0,1
2206,really,I have to admit I am really quite worried about Russia..,0,0.6
2129,should,Because most of them are like John Gotti - only in the sense they should have the moniker Teflon in front of their names - because nothing is ever their fault and nothing ever sticks.,0,0.8
4405,almost,They are almost never encountered because people who know the truth will tell someone.,1,0.8
4205,about,You would have to see about the hours though as they won't necessarily be fulltime.,0,1
6717,someone,With other Commonwealth places like Australia / NZ / Singapore etc fair enough - don't let them in - because as someone mentioned above,0,0.6
2978,believe,I believe Kennedy's concept of the war was a proxy war with the USSR,1,0.8
4617,like,"The recent discovery of two Toner Cartorage Bombs seemed like a great find and the world would be safer from the efforts of the authorities.""""",1,1
111,about,The book takes about 400 pages to say what Veblen said in one sentence.,1,0.8
