@relation AnnaHedgeData
@attribute pos0 numeric
@attribute pos1 numeric
@attribute pos2 numeric
@attribute pos3 numeric
@attribute pos4 numeric
@attribute pos5 numeric
@attribute pos6 numeric
@attribute pos7 numeric
@attribute pos8 numeric
@attribute pos9 numeric
@attribute pos10 numeric
@attribute pos11 numeric
@attribute pos12 numeric
@attribute pos13 numeric
@attribute pos14 numeric
@attribute pos15 numeric
@attribute pos16 numeric
@attribute pos17 numeric
@attribute pos18 numeric
@attribute pos19 numeric
@attribute pos20 numeric
@attribute pos21 numeric
@attribute pos22 numeric
@attribute pos23 numeric
@attribute pos24 numeric
@attribute pos25 numeric
@attribute pos26 numeric
@attribute pos27 numeric
@attribute pos28 numeric
@attribute pos29 numeric
@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute sentencelength numeric
@attribute ratiolength numeric
@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}


@data
0.05175,-0.00856,-0.02611,-0.00098,-0.00979,0.00832,0.00144,-0.01564,0.00037,-0.01667,-0.01245,-0.00028,-0.04221,-0.00348,-0.00243,0.02281,-0.02862,-0.00715,-0.0124,-0.0259,-0.02801,-0.02764,0.02789,0.03553,0.00806,-0.00771,-0.02102,0.01956,-0.0118,-0.00871,basically,16,0.1875,MD,VB,RB,VBN,RP,3,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,13,0.15384615384615385,CC,FW,VBP,JJS,NNPS,2,1,1
0.03193,0.06464,-0.13298,0.09186,-0.12511,-0.06653,-0.05072,-0.0447,-0.07406,-0.14041,-0.00119,-0.05647,-0.21852,-0.07972,0.03315,0.17449,-0.07881,-0.09176,0.08766,-0.08329,-0.08064,-0.18796,0.27131,0.08926,0.09247,-0.00728,-0.00151,0.15477,0.07508,-0.06877,really,26,0.6153846153846154,PRP,VB,RB,JJ,CC,16,1,0
0.10462,0.05264,-0.07977,0.01858,-0.10475,-0.02416,-0.04747,-0.02005,-0.02897,-0.06911,-0.01306,-0.02541,-0.16334,-0.07837,0.01358,0.13756,-0.05743,-0.06351,0.03654,-0.0182,-0.07649,-0.14567,0.17476,0.08668,0.05026,-0.0342,-0.03213,0.12028,-0.034,0.00179,much,17,0.23529411764705882,IN,RB,JJ,IN,PRP,4,0.6,0
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,14,0.14285714285714285,DT,NNPS,VBP,DT,NNS,2,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,28,0.03571428571428571,START,PRP,VBP,VBG,DT,1,1,1
0.00537,0.02812,-0.00512,0.01645,-0.01249,-0.01767,0.01132,-0.01415,-0.0136,-0.01041,-0.00121,0.00243,-0.02401,-0.01335,0.01718,0.02939,-0.01947,-0.00982,0.00671,-0.02696,-0.00237,-0.02791,0.02381,0.02306,-0.00588,-0.00605,-0.0013,0.0156,-0.01883,-0.01569,maybe,24,0.3333333333333333,NNS,CC,RB,RB,DT,8,1,1
0.01318,-0.01506,0.00462,0.0149,-0.00336,-0.01529,-0.01316,-0.00109,-0.00464,-0.01853,0.00272,-0.01354,-0.02278,0.00109,0.0216,-0.00934,0.02405,-0.00331,0.02564,0.01133,-0.01953,-0.00425,0.00177,0.00436,0.01032,0.00929,-0.00164,0.02317,0.01736,-0.01108,assume,34,0.4411764705882353,MD,RB,VB,NNS,VBP,15,0.8,1
0.10462,0.05264,-0.07977,0.01858,-0.10475,-0.02416,-0.04747,-0.02005,-0.02897,-0.06911,-0.01306,-0.02541,-0.16334,-0.07837,0.01358,0.13756,-0.05743,-0.06351,0.03654,-0.0182,-0.07649,-0.14567,0.17476,0.08668,0.05026,-0.0342,-0.03213,0.12028,-0.034,0.00179,much,58,0.3620689655172414,VBN,RB,RB,IN,PRP$,21,0.6,1
0.21368,-0.08808,0.07176,-0.11633,0.07583,-0.02593,-0.15668,-0.00465,0.00563,-0.20936,-0.16097,0.19699,0.25751,0.16439,0.15038,0.1725,-0.20501,-0.04643,-0.44356,-0.14775,0.1532,-0.13986,0.18259,0.12517,-0.08897,0.14357,-0.18677,-0.27669,0.01044,0.05439,'a bunch',8,0.125,START,WP,DT,IN,NNS,1,0.6,1
0.01273,0.05237,-0.06225,-0.00378,-0.08476,0.01381,-0.04071,-0.02586,-0.0365,-0.09356,0.02819,-0.06607,-0.0881,-0.03629,0.04283,0.08982,-0.04945,-0.03097,0.07732,-0.06677,-0.01609,-0.12945,0.12233,0.06109,0.0817,0.00753,-0.02898,0.10707,0.0411,0.02076,could,17,0.7647058823529411,IN,NN,MD,VB,VBN,13,1,1
0.25658,-0.00053,-0.167,0.19906,-0.24706,-0.0865,-0.11864,0.04644,-0.05594,-0.13905,0.10358,-0.10144,-0.23931,-0.11586,0.16378,0.09421,0.03549,-0.0424,0.32828,-0.0752,0.05772,-0.23868,0.28993,0.00721,0.17768,0.05987,0.08046,0.21763,0.33554,0.03255,know,22,0.7727272727272727,VBP,RB,VB,IN,NN,17,0.8,0
0.25658,-0.00053,-0.167,0.19906,-0.24706,-0.0865,-0.11864,0.04644,-0.05594,-0.13905,0.10358,-0.10144,-0.23931,-0.11586,0.16378,0.09421,0.03549,-0.0424,0.32828,-0.0752,0.05772,-0.23868,0.28993,0.00721,0.17768,0.05987,0.08046,0.21763,0.33554,0.03255,know,6,0.16666666666666666,START,PRP,VBP,DT,NN,1,0.8,0
0.00759,-0.00557,0.01458,-0.00001,-0.00073,-0.00886,0.01706,-0.01101,-0.01875,0.0154,0.00994,0.00001,0.02053,0.02679,0.00864,-0.01152,-0.01294,-0.00167,-0.02079,0.00117,0.00949,-0.0097,0.00018,0.01218,-0.00225,0.00623,-0.00778,-0.00325,0.00248,-0.0267,often,9,0.7777777777777778,CC,PRP,RB,VBP,STOP,7,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,7,0.2857142857142857,PRP,RB,VBP,PRP,MD,2,1,1
0.30362,0.01417,0.05162,-0.11729,0.08914,-0.05629,-0.14223,-0.06531,-0.01685,-0.19837,-0.15672,0.16611,0.1632,0.14446,0.08996,0.2439,-0.28604,-0.06431,-0.53244,-0.1452,0.06154,-0.15789,0.1905,0.17014,-0.05364,0.09495,-0.16879,-0.30584,-0.1145,0.00969,'a few',10,0.5,VBD,VBN,DT,CD,NNS,5,0.8,1
0.0441,0.01346,-0.02978,0.01073,-0.04603,-0.02926,-0.01494,0.00477,-0.01064,-0.00961,0.00596,-0.02458,-0.08363,-0.02537,0.01426,0.04662,-0.02581,-0.02521,0.01318,0.00866,-0.02718,-0.04831,0.08075,0.01384,0.0148,0.00699,-0.01392,0.0246,-0.01144,-0.03187,probably,13,0.15384615384615385,DT,VBZ,RB,VBG,TO,2,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,18,0.2222222222222222,PRP,RB,VBP,PRP,VB,4,0.6,1
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,10,0.3,PRP,VBD,IN,NNS,NNS,3,1,0
0.11809,0.03633,0.02917,-0.01895,0.05445,-0.02417,0.04375,-0.06292,0.00209,0.06719,-0.01361,-0.0085,0.02016,0.00756,-0.08716,0.02057,-0.03664,-0.01315,-0.07538,0.0084,-0.05996,0.07182,-0.04123,0.00324,0.00407,-0.02284,-0.01005,-0.04889,-0.10161,-0.03821,most,14,0.7857142857142857,IN,DT,JJS,NN,.,11,0.6,1
0.01177,0.00616,-0.0064,0.01248,-0.01748,-0.00575,-0.01594,-0.01368,-0.02897,-0.00695,-0.00325,-0.0157,-0.01656,-0.01179,0.01269,-0.00536,0.01476,-0.00953,0.03363,-0.00818,0.01791,-0.00722,0.01875,-0.00688,0.00265,-0.00849,0.00632,0.02265,0.02477,0.01547,guess,9,0.1111111111111111,START,PRP,VBP,DT,VBZ,1,0.8,1
0.10462,0.05264,-0.07977,0.01858,-0.10475,-0.02416,-0.04747,-0.02005,-0.02897,-0.06911,-0.01306,-0.02541,-0.16334,-0.07837,0.01358,0.13756,-0.05743,-0.06351,0.03654,-0.0182,-0.07649,-0.14567,0.17476,0.08668,0.05026,-0.0342,-0.03213,0.12028,-0.034,0.00179,much,9,0.5555555555555556,NNS,RB,RB,IN,JJ,5,0.6,0
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,55,0.38181818181818183,VBZ,VBN,IN,PRP$,NNS,21,1,0
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,15,0.06666666666666667,START,LS,VB,DT,NN,1,1,1
0.04218,0.07409,-0.09634,-0.0222,-0.08692,-0.01516,-0.03386,-0.03824,-0.0255,-0.04913,0.00865,-0.0942,-0.13241,-0.07988,-0.01722,0.09527,-0.05474,-0.06946,0.0733,-0.02553,-0.10326,-0.10877,0.1059,0.09834,0.08836,-0.03531,-0.02282,0.12326,-0.02692,-0.03298,may,10,0.5,NNP,NN,MD,VB,VBN,5,1,1
0.03658,0.1262,-0.07114,0.09958,-0.04062,-0.08638,0.01315,-0.06991,-0.12214,0.03885,0.04842,-0.06526,-0.16979,-0.06112,-0.06523,0.05602,-0.05185,-0.04993,-0.00605,0.02855,-0.09863,-0.04611,0.07503,-0.0225,0.10074,-0.02787,0.09196,0.03388,0.01336,-0.08578,like,39,0.20512820512820512,VBP,NNS,IN,DT,CC,8,1,1
0.03658,0.1262,-0.07114,0.09958,-0.04062,-0.08638,0.01315,-0.06991,-0.12214,0.03885,0.04842,-0.06526,-0.16979,-0.06112,-0.06523,0.05602,-0.05185,-0.04993,-0.00605,0.02855,-0.09863,-0.04611,0.07503,-0.0225,0.10074,-0.02787,0.09196,0.03388,0.01336,-0.08578,like,14,0.21428571428571427,DT,NN,IN,WP,NNP,3,0.8,1
0.23894,-0.03511,0.02981,-0.11995,0.0301,-0.05134,-0.1677,-0.04799,-0.01237,-0.26118,-0.17358,0.15175,0.17633,0.12538,0.1473,0.22615,-0.26524,-0.08702,-0.43307,-0.17292,0.08523,-0.18546,0.26495,0.17886,-0.04543,0.11831,-0.18062,-0.22733,0.00303,0.02686,'a little',20,0.2,RB,VB,DT,NN,IN,4,0.8,1
0.24106,-0.00051,-0.01323,-0.04856,0.02539,0.02678,-0.02285,-0.07094,0.01387,-0.11219,-0.08207,0.02249,-0.02037,0.01296,0.02581,0.11855,-0.08166,-0.0188,-0.10084,-0.10262,-0.08323,-0.06679,0.08699,0.1029,-0.03654,0.03216,-0.12365,0.03636,-0.1266,-0.07454,some,18,0.1111111111111111,PRP,VBD,DT,JJ,NNS,2,0.6,1
0.04218,0.07409,-0.09634,-0.0222,-0.08692,-0.01516,-0.03386,-0.03824,-0.0255,-0.04913,0.00865,-0.0942,-0.13241,-0.07988,-0.01722,0.09527,-0.05474,-0.06946,0.0733,-0.02553,-0.10326,-0.10877,0.1059,0.09834,0.08836,-0.03531,-0.02282,0.12326,-0.02692,-0.03298,may,10,0.1,START,PRP,MD,VB,JJ,1,0.8,1
0.08772,0.07413,-0.03419,-0.00221,-0.03123,-0.01311,-0.02217,-0.05666,-0.03753,-0.04312,-0.02567,-0.05066,-0.09124,-0.06406,-0.0219,0.0982,-0.0517,-0.0633,-0.00877,0.00108,-0.08042,-0.05919,0.06614,0.05605,0.0342,-0.04544,-0.01208,0.05303,-0.07497,-0.02804,might,40,0.075,IN,PRP,MD,VB,VBZ,3,0.6,0
0.15921,0.0373,-0.03624,0.03303,-0.00895,-0.07048,-0.06056,-0.07023,-0.05092,-0.02063,-0.0281,0.00759,-0.16378,-0.02156,-0.04327,0.12992,-0.10858,-0.02473,-0.05644,-0.02421,-0.12315,-0.06649,0.1372,0.04567,0.0293,-0.02585,-0.01345,0.0301,-0.07667,-0.0949,seem,47,0.6170212765957447,PRP,VBZ,VB,IN,JJS,29,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,6,0.16666666666666666,START,PRP,VBP,NN,VBD,1,0.8,1
0.00162,-0.00571,-0.01128,0.01018,0.00424,-0.00433,-0.01419,-0.01463,0.00428,0.00736,0.00474,0.00778,0.00042,-0.00746,0.00416,0.00895,-0.01561,0.00429,-0.00651,-0.01255,-0.02134,-0.00246,0.00936,-0.0089,0.01937,0.00123,0.0137,-0.00467,0.00348,0.00734,perhaps,54,0.037037037037037035,PRP,VBD,RB,DT,NN,2,0.6,1
0.10462,0.05264,-0.07977,0.01858,-0.10475,-0.02416,-0.04747,-0.02005,-0.02897,-0.06911,-0.01306,-0.02541,-0.16334,-0.07837,0.01358,0.13756,-0.05743,-0.06351,0.03654,-0.0182,-0.07649,-0.14567,0.17476,0.08668,0.05026,-0.0342,-0.03213,0.12028,-0.034,0.00179,much,37,0.40540540540540543,VBD,RB,JJ,NN,RB,15,0.8,0
0.05507,0.09833,-0.04734,-0.0614,-0.06852,0.04602,0.00812,-0.07849,-0.05019,-0.08397,0.00747,-0.03517,-0.02378,-0.04972,-0.01267,0.11382,-0.09297,-0.09205,-0.00834,-0.0473,-0.05893,-0.09526,0.09393,0.0795,0.04398,-0.01603,-0.06237,0.09916,-0.06174,0.01282,should,12,0.4166666666666667,IN,EX,MD,VB,NN,5,0.8,0
0.15921,0.0373,-0.03624,0.03303,-0.00895,-0.07048,-0.06056,-0.07023,-0.05092,-0.02063,-0.0281,0.00759,-0.16378,-0.02156,-0.04327,0.12992,-0.10858,-0.02473,-0.05644,-0.02421,-0.12315,-0.06649,0.1372,0.04567,0.0293,-0.02585,-0.01345,0.0301,-0.07667,-0.0949,seem,17,0.5294117647058824,RB,VBZ,VB,TO,VB,9,1,1
0.01948,0.00442,-0.07456,-0.00438,-0.05415,-0.01695,-0.02176,0.02005,0.00548,-0.05386,-0.01112,-0.00734,-0.10176,-0.04155,0.01666,0.06474,-0.0298,-0.06103,0.04404,-0.02596,-0.02195,-0.03985,0.09019,0.05606,0.01588,0.00905,-0.02142,0.04947,0.03381,-0.02195,sure,21,0.047619047619047616,START,RB,JJ,IN,PRP,1,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,7,0.5714285714285714,NN,MD,VB,RB,.,4,1,1
0.25658,-0.00053,-0.167,0.19906,-0.24706,-0.0865,-0.11864,0.04644,-0.05594,-0.13905,0.10358,-0.10144,-0.23931,-0.11586,0.16378,0.09421,0.03549,-0.0424,0.32828,-0.0752,0.05772,-0.23868,0.28993,0.00721,0.17768,0.05987,0.08046,0.21763,0.33554,0.03255,know,11,0.2727272727272727,VBP,RB,VB,WP,VBZ,3,0.8,1
0.07312,-0.00912,0.00704,0.05743,-0.04215,-0.02973,-0.0167,-0.01207,-0.03119,-0.02043,0.01489,-0.02419,0.00374,-0.01076,0.02119,-0.0284,0.0237,0.03167,0.05831,-0.00422,0.02237,-0.01187,0.01059,-0.00542,0.04523,0.02675,0.01708,0.03698,0.07555,0.02743,remember,8,0.125,START,PRP,VBP,IN,DT,1,0.8,0
0.06271,0.03196,-0.05771,0.01187,-0.03677,-0.02487,-0.01549,-0.01908,-0.01114,-0.00534,-0.01495,0.0136,-0.08334,-0.02236,-0.01191,0.05535,-0.02048,-0.01983,-0.01818,-0.01943,-0.04508,-0.02432,0.06917,0.02427,0.02098,-0.00527,-0.00455,0.02786,-0.00833,-0.02936,likely,11,0.45454545454545453,VBP,RB,JJ,TO,VB,5,0.6,1
0.24106,-0.00051,-0.01323,-0.04856,0.02539,0.02678,-0.02285,-0.07094,0.01387,-0.11219,-0.08207,0.02249,-0.02037,0.01296,0.02581,0.11855,-0.08166,-0.0188,-0.10084,-0.10262,-0.08323,-0.06679,0.08699,0.1029,-0.03654,0.03216,-0.12365,0.03636,-0.1266,-0.07454,some,10,0.3,PRP,VBD,DT,JJ,NNS,3,0.6,0
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,13,0.07692307692307693,START,PRP,VBP,PRP,MD,1,1,1
0.04218,0.07409,-0.09634,-0.0222,-0.08692,-0.01516,-0.03386,-0.03824,-0.0255,-0.04913,0.00865,-0.0942,-0.13241,-0.07988,-0.01722,0.09527,-0.05474,-0.06946,0.0733,-0.02553,-0.10326,-0.10877,0.1059,0.09834,0.08836,-0.03531,-0.02282,0.12326,-0.02692,-0.03298,may,10,0.2,RB,IN,MD,RB,RB,2,1,1
0.04218,0.07409,-0.09634,-0.0222,-0.08692,-0.01516,-0.03386,-0.03824,-0.0255,-0.04913,0.00865,-0.0942,-0.13241,-0.07988,-0.01722,0.09527,-0.05474,-0.06946,0.0733,-0.02553,-0.10326,-0.10877,0.1059,0.09834,0.08836,-0.03531,-0.02282,0.12326,-0.02692,-0.03298,may,12,0.08333333333333333,START,NNP,MD,RB,VB,1,1,1
0.04757,0.00184,-0.07796,0.03824,-0.07321,-0.03022,-0.00427,-0.042,-0.05307,-0.0644,-0.0114,-0.05303,-0.12729,-0.04457,0.02719,0.08607,-0.02713,-0.05326,0.07829,-0.01538,-0.06173,-0.08109,0.12744,0.04902,0.02043,0.00094,-0.01234,0.11622,0.02242,-0.01166,read,24,0.4166666666666667,VBD,RB,VB,NNS,IN,10,0.8,0
0.03193,0.06464,-0.13298,0.09186,-0.12511,-0.06653,-0.05072,-0.0447,-0.07406,-0.14041,-0.00119,-0.05647,-0.21852,-0.07972,0.03315,0.17449,-0.07881,-0.09176,0.08766,-0.08329,-0.08064,-0.18796,0.27131,0.08926,0.09247,-0.00728,-0.00151,0.15477,0.07508,-0.06877,really,13,0.7692307692307693,NNP,NNPS,RB,VBG,.,10,1,0
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,15,0.26666666666666666,NN,PRP,IN,DT,VBZ,4,1,0
0.08912,0.05393,-0.04592,0.03126,-0.02229,-0.03102,-0.0134,-0.02795,-0.04122,-0.01697,-0.00675,-0.00413,-0.07057,-0.01697,-0.02468,0.08065,-0.06789,-0.03536,-0.06605,-0.02151,-0.06119,-0.0318,0.06687,0.02171,0.01401,0.00503,-0.01405,-0.00513,-0.02326,-0.04317,someone,10,0.5,RP,IN,NN,JJ,PRP,5,1,1
0.01377,-0.0045,0.01041,0.00087,-0.01123,-0.01702,-0.01239,-0.01029,-0.0214,0.00005,-0.02218,0.00511,-0.00416,0.0009,-0.01778,0.02145,-0.00081,-0.01552,-0.03256,-0.00778,-0.02965,-0.00598,0.00074,0.02213,0.00285,-0.01445,-0.0166,-0.00433,-0.02936,-0.0035,fair,5,0.4,TO,VB,JJ,TO,NNP,2,1,0
0.04721,0.01157,-0.00393,-0.00664,0.02634,0.00565,-0.01125,-0.01737,-0.00404,-0.00316,-0.02798,0.00156,-0.0425,-0.00936,-0.01031,0.00635,-0.02336,-0.0101,-0.0277,-0.00392,-0.0322,0.01374,0.01228,0.04112,-0.02634,-0.01932,-0.00271,0.00935,-0.05013,-0.04366,somewhere,20,0.8,DT,NN,RB,IN,DT,16,0.6,0
0.24106,-0.00051,-0.01323,-0.04856,0.02539,0.02678,-0.02285,-0.07094,0.01387,-0.11219,-0.08207,0.02249,-0.02037,0.01296,0.02581,0.11855,-0.08166,-0.0188,-0.10084,-0.10262,-0.08323,-0.06679,0.08699,0.1029,-0.03654,0.03216,-0.12365,0.03636,-0.1266,-0.07454,some,15,0.7333333333333333,RB,IN,DT,CD,NNS,11,1,1
0.03193,0.06464,-0.13298,0.09186,-0.12511,-0.06653,-0.05072,-0.0447,-0.07406,-0.14041,-0.00119,-0.05647,-0.21852,-0.07972,0.03315,0.17449,-0.07881,-0.09176,0.08766,-0.08329,-0.08064,-0.18796,0.27131,0.08926,0.09247,-0.00728,-0.00151,0.15477,0.07508,-0.06877,really,56,0.5,MD,RB,RB,VB,IN,28,0.6,1
0.05507,0.09833,-0.04734,-0.0614,-0.06852,0.04602,0.00812,-0.07849,-0.05019,-0.08397,0.00747,-0.03517,-0.02378,-0.04972,-0.01267,0.11382,-0.09297,-0.09205,-0.00834,-0.0473,-0.05893,-0.09526,0.09393,0.0795,0.04398,-0.01603,-0.06237,0.09916,-0.06174,0.01282,should,11,0.36363636363636365,CC,NNS,MD,VB,PRP$,4,1,0
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,13,0.3076923076923077,PRP,VBP,IN,PRP,PRP,4,1,0
0.08772,0.07413,-0.03419,-0.00221,-0.03123,-0.01311,-0.02217,-0.05666,-0.03753,-0.04312,-0.02567,-0.05066,-0.09124,-0.06406,-0.0219,0.0982,-0.0517,-0.0633,-0.00877,0.00108,-0.08042,-0.05919,0.06614,0.05605,0.0342,-0.04544,-0.01208,0.05303,-0.07497,-0.02804,might,14,0.07142857142857142,START,PRP,MD,VB,VBN,1,1,1
0.25658,-0.00053,-0.167,0.19906,-0.24706,-0.0865,-0.11864,0.04644,-0.05594,-0.13905,0.10358,-0.10144,-0.23931,-0.11586,0.16378,0.09421,0.03549,-0.0424,0.32828,-0.0752,0.05772,-0.23868,0.28993,0.00721,0.17768,0.05987,0.08046,0.21763,0.33554,0.03255,know,12,0.3333333333333333,VBP,RB,VB,WRB,DT,4,1,1
0.10462,0.05264,-0.07977,0.01858,-0.10475,-0.02416,-0.04747,-0.02005,-0.02897,-0.06911,-0.01306,-0.02541,-0.16334,-0.07837,0.01358,0.13756,-0.05743,-0.06351,0.03654,-0.0182,-0.07649,-0.14567,0.17476,0.08668,0.05026,-0.0342,-0.03213,0.12028,-0.034,0.00179,much,12,0.75,VB,RB,RB,RB,.,9,0.6,1
0.03658,0.1262,-0.07114,0.09958,-0.04062,-0.08638,0.01315,-0.06991,-0.12214,0.03885,0.04842,-0.06526,-0.16979,-0.06112,-0.06523,0.05602,-0.05185,-0.04993,-0.00605,0.02855,-0.09863,-0.04611,0.07503,-0.0225,0.10074,-0.02787,0.09196,0.03388,0.01336,-0.08578,like,29,0.896551724137931,DT,NN,IN,DT,.,26,1,1
