@relation AnnaHedgeData
@attribute pos0 numeric
@attribute pos1 numeric
@attribute pos2 numeric
@attribute pos3 numeric
@attribute pos4 numeric
@attribute pos5 numeric
@attribute pos6 numeric
@attribute pos7 numeric
@attribute pos8 numeric
@attribute pos9 numeric

@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute sentencelength numeric
@attribute ratiolength numeric
@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}

@data
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,28,0.178571429,NN,MD,VB,IN,DT,5,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,24,0.208333333,RB,JJ,IN,DT,NNS,5,1,0
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,8,0.25,IN,PRP,VBP,NNS,VBP,2,0.8,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,8,0.125,START,PRP,VBP,NNP,IN,1,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,28,0.75,NN,NN,IN,DT,NNP,21,1,1
0.0922,-0.01306,-0.02676,-0.04023,0.02132,-0.01325,-0.04501,-0.03001,0.,0.01387,recall,19,0.789473684,IN,DT,NN,NN,VBZ,15,0.6,0
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,20,0.85,MD,RB,VB,PRP,.,17,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,10,0.2,PRP,VBZ,IN,PRP,VBP,2,1,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,32,0.875,NN,NNS,DT,JJ,NNS,28,0.6,0
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,28,0.035714286,START,IN,NN,VBD,DT,1,0.8,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,6,0.166666667,START,LS,VB,PRP,VBZ,1,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,54,0.222222222,VBD,PRP,MD,VB,IN,12,0.8,0
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,18,0.111111111,PRP,RB,VBP,IN,NNP,2,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,21,0.142857143,NN,VBZ,IN,DT,NN,3,1,0
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,53,0.283018868,NNP,NNP,RBS,JJ,NN,15,0.8,0
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,24,0.125,JJ,NN,MD,VB,IN,3,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,8,0.5,RB,VB,IN,DT,RB,4,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,9,0.666666667,RBR,JJ,IN,JJ,NN,6,1,0
0.12058,0.0781,-0.13211,0.0109,-0.0935,-0.03454,-0.01934,-0.03088,-0.00194,0.00569,likely,20,0.8,JJ,NNS,JJ,TO,VB,16,1,1
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,46,0.369565217,PRP,RB,VBP,JJ,IN,17,0.8,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,20,0.05,START,PRP,VBP,JJS,IN,1,0.6,1
0.11555,0.05234,-0.07625,0.05588,0.0297,0.01004,-0.02133,-0.02579,-0.04755,-0.03745,apparently,18,0.555555556,NN,WP,RB,VBD,DT,10,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,18,0.833333333,NNS,WDT,MD,VB,JJ,15,1,1
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,16,0.75,VBN,RB,RB,IN,DT,12,1,1
0.08557,0.03856,-0.02489,-0.00836,0.05089,0.01708,-0.03336,-0.02515,-0.00864,0.00446,somewhere,9,0.666666667,JJ,NN,RB,RB,.,6,0.8,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,16,0.1875,VBP,RB,VB,IN,RB,3,0.6,0
0.02966,0.02209,-0.11,0.09398,-0.10223,-0.10215,-0.05295,-0.01191,-0.05288,-0.06018,suggest,29,0.413793103,CC,RB,VBP,PRP,MD,12,0.8,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,20,0.3,NN,CC,RBS,JJ,NN,6,1,0
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,23,0.260869565,CC,DT,RBS,JJ,NN,6,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,9,0.666666667,JJ,NN,IN,NNS,.,6,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,11,0.272727273,VBP,RB,VB,DT,NNP,3,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,13,0.384615385,NNP,VBD,IN,NNP,POS,5,1,0
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,5,0.2,START,PRP,MD,VB,IN,1,0.8,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,10,0.2,MD,VB,DT,IN,PRP,2,0.6,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,15,0.666666667,NN,RB,IN,JJ,NNS,10,1,1
0.14038,0.14446,0.36745,-0.41442,0.23076,0.26201,0.52766,-0.38687,-0.05404,0.22525,'sort of',34,0.323529412,VBG,DT,NN,NN,IN,11,0.6,0
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,9,0.333333333,VBD,RB,VB,JJ,TO,3,1,0
0.06059,0.04326,-0.1936,0.00245,-0.13816,-0.06623,-0.04932,0.03959,-0.00106,-0.09682,sure,18,0.555555556,VBP,RB,JJ,RB,WP,10,0.8,1
0.00208,-0.02415,-0.03509,0.02599,0.01138,-0.0085,-0.03844,-0.0358,0.0183,0.02209,perhaps,7,0.428571429,NNP,VBZ,RB,DT,RBS,3,0.8,1
0.16313,0.06546,0.02393,0.02652,0.03191,-0.00524,-0.04378,-0.05501,-0.05389,-0.05937,possible,22,0.772727273,DT,CD,JJ,NNS,:,17,0.8,0
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,39,0.128205128,VBP,RB,VB,VBZ,DT,5,1,0
0.08351,0.03999,-0.17472,0.13275,-0.10443,-0.06685,-0.07165,0.02846,-0.04757,0.00992,find,30,0,START,START,VB,DT,NN,0,0.8,0
0.12272,-0.02604,0.01819,0.11159,-0.099,-0.07168,-0.02896,-0.031,-0.06249,-0.06044,remember,26,0.192307692,NN,PRP,VBP,VBG,IN,5,0.6,1
0.17294,0.25281,-0.23385,0.20576,-0.13262,-0.24119,0.02867,-0.18337,-0.34437,0.01604,'look like',66,0.227272727,MD,RB,VB,DT,CC,15,0.6,0
0.02058,0.27682,-0.21757,0.12714,-0.04423,-0.17898,-0.00705,-0.14382,-0.23987,-0.01869,'sounds like',17,0.058823529,START,RB,VBZ,DT,NN,1,1,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,14,0.714285714,VBZ,DT,RBS,JJ,RB,10,0.8,0
0.49452,-0.01157,0.27018,-0.25735,0.37993,-0.1712,-0.3051,-0.07164,0.01043,-0.48681,'a few',53,0.226415094,NNP,VBZ,DT,NNS,IN,12,1,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,18,0.388888889,NN,IN,DT,IN,PRP$,7,0.6,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,7,0.714285714,TO,VB,IN,PRP,STOP,5,1,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,26,0.115384615,WP,PRP,MD,VB,PRP,3,0.8,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,15,0.533333333,NNS,WP,VBP,DT,NN,8,0.8,0
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,11,0.636363636,CC,MD,VB,FW,NN,7,1,0
0.02461,-0.01464,0.03192,-0.00351,-0.0196,-0.02641,0.03881,-0.01272,-0.04192,0.03126,often,5,0.6,RB,VBZ,RB,VBD,STOP,3,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,14,0.071428571,START,PRP,RB,VBP,VB,1,0.6,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,41,0.390243902,NNS,CC,DT,WDT,VBP,16,0.6,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,36,0.055555556,DT,NN,MD,RB,VB,2,0.8,0
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,18,0.833333333,NN,PRP,MD,VB,.,15,0.6,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,19,0.894736842,DT,NN,IN,NN,STOP,17,0.8,0
0.04025,-0.00243,0.06066,0.0338,-0.04609,0.02959,-0.03467,-0.02934,0.00674,0.04468,totally,5,0.4,DT,VBZ,RB,JJ,.,2,1,0
0.02053,-0.02938,-0.03717,0.00583,-0.04244,-0.02763,0.02967,0.00722,-0.06192,-0.05109,completely,34,0.088235294,WDT,PRP,RB,VBZ,DT,3,1,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,38,0.631578947,JJ,CC,MD,RB,VB,24,1,0
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,59,0.06779661,VBP,DT,RBS,JJ,NNP,4,0.9,0
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,33,0.515151515,RB,FW,VBP,DT,JJ,17,1,0
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,31,0.903225806,TO,VB,NN,RB,.,28,0.6,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,17,0.647058824,DT,NNP,IN,DT,NN,11,1,1
0.02966,0.02209,-0.11,0.09398,-0.10223,-0.10215,-0.05295,-0.01191,-0.05288,-0.06018,suggest,7,0.142857143,START,PRP,VBP,PRP,VBN,1,0.8,1
0.0385,0.01318,0.02148,-0.00531,-0.01087,-0.01152,-0.03334,0.02733,0.01918,0.0166,sometimes,27,0.111111111,UH,NNS,RB,VBP,PRP$,3,0.6,0
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,15,0.6,VBG,NNP,MD,RB,VB,9,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,5,0.6,VBP,NNS,IN,NN,STOP,3,0.8,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,29,0.275862069,-LRB-,IN,JJS,NNS,IN,8,0.8,1
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,9,0.111111111,START,PRP,MD,VB,TO,1,1,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,42,0.071428571,:,PRP,VBP,PRP,VBZ,3,0.6,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,8,0.375,DT,NN,RB,VBP,DT,3,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,23,0.260869565,VBG,IN,IN,JJ,NNS,6,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,6,0.666666667,RB,VBG,IN,NN,STOP,4,0.8,0
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,62,0.096774194,TO,VB,RB,JJR,NNS,6,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,17,0.352941176,NNS,VB,IN,DT,NN,6,0.8,1
0.09562,0.00235,-0.18654,0.08798,-0.18224,-0.0634,0.02009,-0.09396,-0.12519,-0.11597,read,13,0.769230769,VBP,RB,VB,PRP,.,10,1,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,10,0.3,VBP,RB,VB,WRB,PRP,3,0.6,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,22,0.136363636,VBP,RB,VB,RBS,JJ,3,0.9,1
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,20,0.8,VBD,JJ,MD,CC,RB,16,0.6,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,22,0.045454545,START,PRP,VBP,DT,JJ,1,1,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,20,0.6,PRP,NNS,VB,WRB,TO,12,1,0
0.12562,0.02904,-0.05369,0.00845,-0.1058,-0.06467,-0.02216,0.01384,-0.01606,-0.00891,probably,6,0.666666667,PRP,VBZ,RB,JJ,STOP,4,1,1
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',27,0.111111111,NN,VBZ,DT,JJR,IN,3,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,14,0.928571429,NN,VBP,RB,STOP,STOP,13,0.6,0
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,25,0.36,VB,WRB,JJ,DT,NN,9,0.6,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,10,0.2,PRP,VBZ,RB,DT,JJ,2,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,22,0.272727273,NN,VBZ,IN,CD,NNS,6,0.6,1
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,37,0.702702703,NNS,PRP,VBP,CC,DT,26,0.6,1
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,33,0.696969697,CC,RB,MD,VB,VBN,23,0.8,0
0.02868,1.42642,-1.19512,-0.13711,-0.91496,-0.31483,-0.55681,0.12885,0.14598,-0.80389,'I would say',24,0.583333333,JJ,NN,PRP,PRP,MD,14,0.6,0
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,7,0.428571429,IN,VB,DT,JJ,NN,3,0.6,0
0.01495,0.02057,-0.01744,0.02043,-0.04723,-0.00964,-0.04729,-0.03526,-0.07155,-0.02661,guess,8,0.125,START,PRP,VBP,PRP,VBD,1,1,1
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,20,0.6,PRP,MD,VB,DT,NN,12,1,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,22,0.090909091,DT,NN,MD,VB,CC,2,1,0
0.13815,0.05612,-0.06718,-0.02342,0.03297,-0.03341,-0.05307,-0.02806,-0.01098,-0.01218,almost,19,0.105263158,PRP,VBZ,RB,CD,CC,2,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,5,0.2,START,PRP,RB,VBZ,NN,1,1,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,22,0.454545455,NN,IN,DT,JJ,NN,10,0.6,0
0.02966,0.02209,-0.11,0.09398,-0.10223,-0.10215,-0.05295,-0.01191,-0.05288,-0.06018,suggest,34,0.558823529,PRP,RB,VBP,PRP,VB,19,0.8,1
0.11555,0.05234,-0.07625,0.05588,0.0297,0.01004,-0.02133,-0.02579,-0.04755,-0.03745,apparently,29,0.724137931,-LRB-,CC,RB,VBP,RB,21,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,26,0.692307692,VBP,RB,VB,PRP,MD,18,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,10,0.1,START,VBZ,IN,DT,NN,1,1,1
0.27791,-0.22442,0.31137,-0.23398,0.32489,-0.10297,-0.32913,0.03726,0.02659,-0.48819,'a bunch',15,0.466666667,IN,RB,DT,IN,JJ,7,1,1
0.14038,0.14446,0.36745,-0.41442,0.23076,0.26201,0.52766,-0.38687,-0.05404,0.22525,'sort of',8,0.375,VBP,VBN,NN,JJ,.,3,1,1
0.12562,0.02904,-0.05369,0.00845,-0.1058,-0.06467,-0.02216,0.01384,-0.01606,-0.00891,probably,9,0.333333333,PRP,MD,RB,VB,RB,3,0.8,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,9,0.111111111,START,PRP,VBP,DT,NN,1,0.6,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,15,0.533333333,MD,RB,VB,DT,NN,8,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,14,0.714285714,JJ,NNS,IN,DT,NN,10,1,0
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',13,0.153846154,PRP,VBP,DT,JJ,IN,2,1,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,11,0.272727273,VBP,RB,VB,JJ,IN,3,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,12,0.666666667,RB,VBD,IN,PRP,VBD,8,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,33,0.424242424,CC,PRP,VBP,DT,VBD,14,1,1
0.17294,0.25281,-0.23385,0.20576,-0.13262,-0.24119,0.02867,-0.18337,-0.34437,0.01604,'look like',17,0.470588235,VB,PRP,VB,NN,RB,8,0.8,0
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,23,0.565217391,VBG,JJ,JJ,RB,JJR,13,1,0
0.12272,-0.02604,0.01819,0.11159,-0.099,-0.07168,-0.02896,-0.031,-0.06249,-0.06044,remember,29,0.068965517,PRP,RB,VBP,NN,IN,2,0.8,0
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,17,0.705882353,CC,PRP,RB,VBP,IN,12,0.8,0
0.24352,0.20648,-0.19295,0.1794,-0.31104,-0.08823,-0.11179,-0.23738,-0.15811,-0.27905,'so far',37,0.378378378,VBZ,VBN,RB,RB,CD,14,0.8,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,11,0.181818182,RB,PRP,VBP,PRP,VBZ,2,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,26,0.730769231,JJ,NNS,IN,WRB,NNS,19,1,0
0.02053,-0.02938,-0.03717,0.00583,-0.04244,-0.02763,0.02967,0.00722,-0.06192,-0.05109,completely,16,0.8125,NNP,VBZ,RB,NNP,.,13,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,9,0.333333333,VBP,RB,VB,EX,VBP,3,1,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,35,0.028571429,START,PRP,VBP,PRP$,FW,1,0.6,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,19,0.210526316,DT,NNS,VBP,PRP,MD,4,0.8,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,22,0.272727273,PRP,WP,VBP,IN,VBG,6,1,1
0.49452,-0.01157,0.27018,-0.25735,0.37993,-0.1712,-0.3051,-0.07164,0.01043,-0.48681,'a few',15,0.333333333,VBD,CC,DT,NNS,CC,5,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,9,0.333333333,VBZ,RB,IN,PRP,VBZ,3,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,24,0.333333333,VBN,VBP,RB,VBZ,RB,8,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,7,0.428571429,TO,NN,IN,NNPS,RB,3,1,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,28,0.892857143,VBZ,RB,VB,DT,.,25,0.6,0
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,23,0.086956522,PRP,VBP,VB,DT,IN,2,0.6,1
0.08351,0.03999,-0.17472,0.13275,-0.10443,-0.06685,-0.07165,0.02846,-0.04757,0.00992,find,20,0.55,DT,NN,VB,NNS,IN,11,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,43,0.372093023,RB,VBN,IN,VBG,IN,16,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,21,0.714285714,RB,VBG,IN,DT,JJ,15,1,0
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,8,0.625,VBZ,RB,RB,JJ,.,5,0.8,1
0.00278,0.06908,-0.00183,0.04718,-0.02546,-0.0542,0.02853,-0.01888,-0.02288,-0.01586,maybe,29,0.379310345,PRP,CC,RB,VBP,PRP,11,1,1
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',8,0.625,PRP$,NNS,DT,RB,STOP,5,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,60,0.35,NN,VBD,RB,WRB,PRP,21,1,0
